CustomerID,Gender,Age,Geography,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,AverageMonthlyBalance,ProductsPerCustomer,SalaryToBalanceRatio,Exited
10000612,Female,63,France,6,202331.1,3,0,0,94610.79,28904.44,0.43,0.47,0
10000613,Female,51,France,6,196589.43,3,0,0,65601.09,28084.2,0.43,0.33,0
10000614,Female,50,Spain,3,158054.15,2,0,0,128250.19,39513.54,0.5,0.81,0
10000615,Female,40,Germany,5,93380.04,1,0,1,84142.87,15563.34,0.17,0.9,0
10000616,Male,45,France,2,67874.69,1,0,1,138512.28,22624.9,0.33,2.04,1
10000617,Male,49,Germany,5,57945.9,4,0,1,140641.85,9657.65,0.67,2.43,0
10000618,Female,67,Germany,1,79652.24,3,1,0,41504.62,39826.12,1.5,0.52,1
10000619,Male,24,Spain,7,225889.61,2,1,1,20302.04,28236.2,0.25,0.09,0
10000620,Male,46,Spain,1,19410.19,2,0,0,147911.02,9705.09,1.0,7.62,1
10000621,Female,25,Spain,6,207217.82,2,1,0,137797.88,29602.55,0.29,0.66,0
10000622,Female,18,Spain,8,87222.52,2,1,1,27207.88,9691.39,0.22,0.31,0
10000623,Male,20,France,0,130399.85,2,0,0,128294.45,130399.85,2.0,0.98,0
10000624,Female,41,France,7,198621.41,1,0,0,79514.64,24827.68,0.12,0.4,1
10000625,Male,40,Spain,6,221094.14,1,1,1,53665.01,31584.88,0.14,0.24,1
10000626,Female,25,France,5,86195.36,1,0,0,134237.05,14365.89,0.17,1.56,0
10000627,Male,64,Spain,5,115460.87,3,1,0,45566.74,19243.48,0.5,0.39,0
10000628,Female,54,Germany,5,103629.02,4,0,1,143149.0,17271.5,0.67,1.38,0
10000629,Male,20,Germany,8,3312.76,2,1,0,46730.79,368.08,0.22,14.1,1
10000630,Male,68,Germany,1,73985.72,3,1,0,99778.81,36992.86,1.5,1.35,0
10000631,Male,50,Spain,0,114797.31,2,1,1,49001.22,114797.31,2.0,0.43,0
10000632,Female,45,Germany,5,102773.4,1,1,1,90936.93,17128.9,0.17,0.88,0
10000633,Male,64,France,9,180482.31,3,0,1,108916.77,18048.23,0.3,0.6,0
10000634,Male,25,Germany,7,96200.9,1,0,1,44729.63,12025.11,0.12,0.46,0
10000635,Female,51,Germany,2,122344.11,2,1,0,87715.15,40781.37,0.67,0.72,0
10000636,Female,52,Germany,9,107402.15,2,1,0,80977.77,10740.22,0.2,0.75,0
10000637,Male,49,France,0,185156.54,4,0,1,29234.86,185156.54,4.0,0.16,0
10000638,Male,41,Spain,8,215743.1,2,0,0,126380.02,23971.46,0.22,0.59,0
10000639,Female,31,France,0,132972.27,1,1,0,63638.71,132972.27,1.0,0.48,1
10000640,Female,49,Spain,2,197358.05,2,1,1,94695.69,65786.02,0.67,0.48,0
10000641,Female,63,Spain,7,74196.67,4,1,1,86921.95,9274.58,0.5,1.17,1
10000642,Female,60,Germany,2,135342.4,4,1,0,86723.87,45114.13,1.33,0.64,1
10000643,Female,33,Spain,3,86307.49,1,1,1,33938.91,21576.87,0.25,0.39,1
10000644,Male,21,France,7,103550.23,3,0,1,75052.66,12943.78,0.38,0.72,0
10000645,Female,69,France,0,183103.47,2,1,1,78807.68,183103.47,2.0,0.43,0
10000646,Male,54,Spain,5,220415.62,4,0,0,115373.57,36735.94,0.67,0.52,1
10000647,Male,38,Germany,0,30373.85,2,0,1,129202.45,30373.85,2.0,4.25,0
10000648,Male,31,Germany,0,158659.81,2,0,0,90847.7,158659.81,2.0,0.57,0
10000649,Female,48,France,7,145535.95,3,1,0,31281.78,18191.99,0.38,0.21,1
10000650,Male,65,Germany,3,29603.76,4,0,0,50790.43,7400.94,1.0,1.72,1
10000651,Male,35,Spain,0,52973.58,2,0,1,41441.42,52973.58,2.0,0.78,0
10000652,Female,24,Spain,9,77750.62,4,0,1,36199.96,7775.06,0.4,0.47,0
10000653,Male,27,France,6,41732.77,1,0,1,67566.91,5961.82,0.14,1.62,1
10000654,Male,24,Spain,4,60932.37,1,1,1,49821.16,12186.47,0.2,0.82,0
10000655,Female,50,France,4,66900.2,2,1,1,48379.4,13380.04,0.4,0.72,0
10000656,Male,40,Spain,0,83918.46,4,0,0,27110.11,83918.46,4.0,0.32,1
10000657,Male,38,France,9,187347.61,2,0,0,22297.11,18734.76,0.2,0.12,0
10000658,Male,36,Germany,5,142978.05,4,1,0,33359.87,23829.68,0.67,0.23,1
10000659,Female,65,Spain,8,246561.67,4,1,1,42385.67,27395.74,0.44,0.17,0
10000660,Female,36,Spain,8,103683.96,3,1,0,76027.88,11520.44,0.33,0.73,0
10000661,Female,53,France,7,188466.27,3,0,0,86367.63,23558.28,0.38,0.46,1
10000662,Male,46,France,4,217867.11,3,1,1,38276.95,43573.42,0.6,0.18,0
10000663,Male,35,Spain,0,169744.62,2,0,1,75221.83,169744.62,2.0,0.44,0
10000664,Female,19,France,8,102966.19,3,0,0,64427.35,11440.69,0.33,0.63,1
10000665,Male,18,Spain,0,188398.66,3,1,0,43845.07,188398.66,3.0,0.23,1
10000666,Male,64,Germany,7,50916.78,1,0,1,20889.3,6364.6,0.12,0.41,1
10000667,Female,22,France,4,81888.04,4,1,1,80712.32,16377.61,0.8,0.99,0
10000668,Female,37,Spain,2,136671.31,4,0,1,109134.73,45557.1,1.33,0.8,0
10000669,Male,28,Germany,6,143852.35,3,1,1,49416.05,20550.34,0.43,0.34,1
10000670,Male,59,Germany,6,5535.37,4,0,0,37134.89,790.77,0.57,6.71,0
10000671,Male,19,Spain,8,236278.55,1,0,0,135315.56,26253.17,0.11,0.57,1
10000672,Female,20,France,6,174156.82,1,1,1,55753.22,24879.55,0.14,0.32,0
10000673,Female,40,Spain,2,123925.94,3,1,0,49069.64,41308.65,1.0,0.4,0
10000674,Female,29,Germany,0,233281.81,1,1,0,131422.6,233281.81,1.0,0.56,1
10000675,Female,37,Spain,7,109773.89,4,1,1,126223.92,13721.74,0.5,1.15,1
10000676,Male,22,France,2,245108.89,2,0,0,78285.04,81702.96,0.67,0.32,0
10000677,Female,54,Germany,7,128071.19,4,1,0,83601.05,16008.9,0.5,0.65,0
10000678,Female,55,Spain,7,28571.44,2,1,0,48307.33,3571.43,0.25,1.69,0
10000679,Female,47,France,4,191200.24,3,0,1,30179.22,38240.05,0.6,0.16,0
10000680,Female,26,Germany,0,169724.43,2,1,1,94546.14,169724.43,2.0,0.56,0
10000681,Female,51,France,9,193246.68,1,1,0,32784.84,19324.67,0.1,0.17,1
10000682,Male,61,Germany,6,237860.51,4,0,1,78405.69,33980.07,0.57,0.33,0
10000683,Male,52,Spain,9,194122.33,2,1,1,142264.64,19412.23,0.2,0.73,0
10000684,Female,69,France,4,152834.15,4,1,1,143868.47,30566.83,0.8,0.94,1
10000685,Male,39,Germany,7,214327.23,3,1,0,51113.2,26790.9,0.38,0.24,0
10000686,Female,61,France,8,168311.61,3,1,0,101134.74,18701.29,0.33,0.6,0
10000687,Female,41,France,6,102029.76,1,1,1,81629.91,14575.68,0.14,0.8,0
10000688,Male,34,Spain,6,221404.94,3,1,0,133839.07,31629.28,0.43,0.6,1
10000689,Male,27,France,0,55475.12,2,0,0,55286.01,55475.12,2.0,1.0,0
10000690,Female,47,Germany,3,178660.32,3,1,0,20481.31,44665.08,0.75,0.11,0
10000691,Female,63,Germany,1,220390.86,1,0,0,41132.96,110195.43,0.5,0.19,1
10000692,Female,40,Germany,1,182829.13,4,0,0,65437.96,91414.56,2.0,0.36,1
10000693,Male,49,Germany,1,174318.85,4,0,1,61043.75,87159.42,2.0,0.35,0
10000694,Female,34,Spain,3,188159.57,3,0,0,122877.18,47039.89,0.75,0.65,1
10000695,Female,67,France,0,116263.81,2,1,0,108472.89,116263.81,2.0,0.93,1
10000696,Female,68,Spain,3,218542.67,1,1,0,58942.32,54635.67,0.25,0.27,1
10000697,Male,34,France,1,50859.12,2,1,1,79506.7,25429.56,1.0,1.56,0
10000698,Female,31,France,4,31846.6,1,0,1,32422.68,6369.32,0.2,1.02,1
10000699,Female,26,France,2,71377.2,3,1,1,136759.04,23792.4,1.0,1.92,0
10000700,Male,57,Spain,7,132894.35,1,1,0,141605.23,16611.79,0.12,1.07,1
10000701,Female,19,France,3,127640.45,1,1,1,147374.46,31910.11,0.25,1.15,0
10000702,Female,62,Spain,0,205149.69,3,0,1,132911.87,205149.69,3.0,0.65,0
10000703,Male,42,Germany,0,101142.16,2,0,1,42614.92,101142.16,2.0,0.42,0
10000704,Female,56,Germany,9,121086.11,3,1,1,26005.54,12108.61,0.3,0.21,0
10000705,Male,26,France,2,3341.92,1,0,0,95347.57,1113.97,0.33,28.52,1
10000706,Male,39,Spain,8,102434.81,3,0,1,138638.65,11381.65,0.33,1.35,0
10000707,Female,60,Germany,6,161943.56,1,1,1,43055.68,23134.79,0.14,0.27,1
10000708,Female,63,Spain,1,3877.08,3,0,0,20915.58,1938.54,1.5,5.39,0
10000709,Female,21,Spain,8,70220.49,4,0,0,124714.49,7802.28,0.44,1.78,0
10000710,Female,43,France,9,51989.09,4,1,1,29983.44,5198.91,0.4,0.58,0
10000711,Male,46,Germany,1,10496.36,3,0,0,73781.78,5248.18,1.5,7.03,1
10000712,Female,62,France,2,119815.02,2,0,1,108255.35,39938.34,0.67,0.9,0
10000713,Male,51,France,9,45430.82,1,0,0,50783.69,4543.08,0.1,1.12,1
10000714,Female,40,Germany,1,185770.38,4,0,0,30915.13,92885.19,2.0,0.17,1
10000715,Female,54,Germany,2,211981.97,2,0,1,120102.76,70660.66,0.67,0.57,0
10000716,Female,28,Spain,5,136396.3,1,0,0,101922.76,22732.72,0.17,0.75,1
10000717,Male,23,Germany,8,245426.84,4,0,1,148503.76,27269.65,0.44,0.61,1
10000718,Female,35,Spain,8,112619.64,4,0,0,64760.04,12513.29,0.44,0.58,0
10000719,Female,38,Spain,6,128342.05,3,1,1,28029.11,18334.58,0.43,0.22,0
10000720,Female,59,Spain,2,247304.44,1,1,0,115465.5,82434.81,0.33,0.47,1
10000721,Female,53,Germany,3,57887.11,2,1,0,87825.34,14471.78,0.5,1.52,0
10000722,Male,58,France,5,235636.48,2,1,0,47716.51,39272.75,0.33,0.2,1
10000723,Female,55,Spain,4,10709.39,2,0,0,121624.77,2141.88,0.4,11.36,1
10000724,Male,51,France,1,111596.72,1,1,0,46488.21,55798.36,0.5,0.42,1
10000725,Male,34,France,5,17500.88,2,1,1,53886.02,2916.81,0.33,3.08,1
10000726,Male,54,Germany,2,182308.69,2,0,0,32028.71,60769.56,0.67,0.18,1
10000727,Male,42,France,7,152102.23,2,0,1,71926.2,19012.78,0.25,0.47,1
10000728,Male,55,France,1,176658.57,3,0,1,74460.8,88329.28,1.5,0.42,1
10000729,Male,29,Germany,0,93620.1,3,0,1,86893.03,93620.1,3.0,0.93,0
10000730,Female,40,Spain,8,92370.48,1,0,0,112165.35,10263.39,0.11,1.21,1
10000731,Male,59,France,2,11329.82,1,1,1,137793.12,3776.61,0.33,12.16,1
10000732,Male,39,Germany,0,87486.23,2,0,0,37905.43,87486.23,2.0,0.43,0
10000733,Male,38,France,6,232322.1,3,1,1,27065.25,33188.87,0.43,0.12,0
10000734,Female,44,France,9,94806.63,4,1,1,22409.06,9480.66,0.4,0.24,1
10000735,Female,48,Spain,4,207841.93,4,0,1,38670.78,41568.39,0.8,0.19,0
10000736,Male,23,France,4,210581.38,2,1,1,105533.43,42116.28,0.4,0.5,0
10000737,Female,44,Germany,0,93310.29,2,1,1,114572.02,93310.29,2.0,1.23,0
10000738,Male,57,France,8,157997.17,3,0,0,122245.74,17555.24,0.33,0.77,1
10000739,Male,51,Spain,6,23842.9,3,1,1,51682.07,3406.13,0.43,2.17,0
10000740,Female,29,Spain,7,25919.65,3,1,1,59766.33,3239.96,0.38,2.31,1
10000741,Male,62,Germany,8,12164.42,1,1,0,82807.5,1351.6,0.11,6.81,0
10000742,Female,24,Spain,5,145253.77,1,0,0,28213.8,24208.96,0.17,0.19,0
10000743,Female,27,France,4,106517.74,2,0,0,99448.4,21303.55,0.4,0.93,1
10000744,Male,62,Spain,5,137008.09,1,0,1,147885.55,22834.68,0.17,1.08,1
10000745,Male,34,Germany,1,130268.3,3,1,1,66904.82,65134.15,1.5,0.51,0
10000746,Female,43,Spain,3,87550.75,3,0,1,117870.17,21887.69,0.75,1.35,0
10000747,Male,38,Spain,2,169368.35,1,1,1,85004.41,56456.12,0.33,0.5,0
10000748,Male,45,Spain,6,189625.47,4,0,1,36615.54,27089.35,0.57,0.19,0
10000749,Male,63,Germany,8,3657.06,2,1,1,95690.87,406.34,0.22,26.16,1
10000750,Female,19,Spain,4,51810.57,4,0,0,58983.65,10362.11,0.8,1.14,0
10000751,Female,60,Spain,5,178308.97,2,0,0,24472.42,29718.16,0.33,0.14,1
10000752,Male,18,France,9,96655.04,4,1,1,102540.86,9665.5,0.4,1.06,0
10000753,Female,68,Germany,1,165620.99,1,0,1,131661.21,82810.5,0.5,0.79,0
10000754,Female,53,Spain,2,86740.66,2,1,1,64820.07,28913.55,0.67,0.75,1
10000755,Female,68,Germany,2,97688.79,2,0,1,70738.42,32562.93,0.67,0.72,0
10000756,Female,43,Spain,8,39669.72,2,0,1,135832.82,4407.75,0.22,3.42,0
10000757,Female,46,Spain,6,64557.75,3,1,0,125769.15,9222.54,0.43,1.95,0
10000758,Male,38,Spain,7,151352.94,3,1,0,112943.87,18919.12,0.38,0.75,1
10000759,Male,28,France,9,108290.78,4,1,1,52343.62,10829.08,0.4,0.48,0
10000760,Male,57,France,8,193575.67,1,0,0,138328.17,21508.41,0.11,0.71,1
10000761,Female,28,France,5,213146.24,3,1,1,40074.05,35524.37,0.5,0.19,0
10000762,Female,53,Germany,3,135411.6,2,0,1,101480.17,33852.9,0.5,0.75,0
10000763,Male,66,Germany,0,189566.82,3,1,1,23744.15,189566.82,3.0,0.13,0
10000764,Female,56,France,7,76726.13,1,1,0,103683.57,9590.77,0.12,1.35,1
10000765,Male,57,Germany,6,103742.8,3,1,0,56028.77,14820.4,0.43,0.54,0
10000766,Male,52,Spain,1,178194.42,2,1,1,78458.01,89097.21,1.0,0.44,1
10000767,Male,51,Spain,7,96553.0,4,1,0,64884.39,12069.12,0.5,0.67,0
10000768,Female,64,Spain,4,147126.23,2,1,0,42458.38,29425.25,0.4,0.29,0
10000769,Female,41,France,6,46343.19,1,0,1,100857.5,6620.46,0.14,2.18,1
10000770,Male,39,Germany,3,149942.83,4,1,0,134656.82,37485.71,1.0,0.9,1
10000771,Male,22,France,4,215378.43,3,0,0,144680.95,43075.69,0.6,0.67,0
10000772,Male,50,Germany,7,217159.91,3,1,1,45005.03,27144.99,0.38,0.21,0
10000773,Male,53,Spain,0,181086.1,3,1,1,113258.46,181086.1,3.0,0.63,0
10000774,Female,64,France,0,186438.34,4,1,0,106364.12,186438.34,4.0,0.57,1
10000775,Female,37,Germany,3,139481.86,2,0,1,64639.11,34870.46,0.5,0.46,0
10000776,Male,36,Germany,2,146167.02,4,0,0,22482.9,48722.34,1.33,0.15,0
10000777,Male,52,Spain,9,33412.65,4,1,1,109672.86,3341.27,0.4,3.28,1
10000778,Female,69,France,1,110964.8,1,0,1,142914.33,55482.4,0.5,1.29,1
10000779,Female,60,France,2,112694.07,4,1,1,102175.62,37564.69,1.33,0.91,0
10000780,Male,34,France,0,239624.46,3,1,1,76588.05,239624.46,3.0,0.32,0
10000781,Male,62,Spain,0,107771.72,2,0,0,88270.01,107771.72,2.0,0.82,0
10000782,Male,60,France,5,137335.66,2,0,1,45951.74,22889.28,0.33,0.33,1
10000783,Female,51,Spain,4,133312.85,2,0,1,117570.74,26662.57,0.4,0.88,1
10000784,Female,26,Spain,7,159190.43,3,0,1,117034.58,19898.8,0.38,0.74,0
10000785,Female,43,Spain,1,187058.21,3,1,0,38917.25,93529.1,1.5,0.21,0
10000786,Male,19,Germany,3,56260.47,3,0,0,134137.19,14065.12,0.75,2.38,1
10000787,Male,26,France,7,132181.1,3,0,1,54994.67,16522.64,0.38,0.42,0
10000788,Female,26,France,5,206479.43,3,1,1,147693.29,34413.24,0.5,0.72,0
10000789,Female,57,Spain,0,115778.68,4,0,1,69777.39,115778.68,4.0,0.6,0
10000790,Male,34,Spain,3,69614.39,3,0,1,43124.93,17403.6,0.75,0.62,0
10000791,Female,18,France,0,163677.27,3,0,1,65723.61,163677.27,3.0,0.4,0
10000792,Female,42,Spain,1,205941.85,3,0,1,77223.44,102970.92,1.5,0.37,0
10000793,Male,60,France,4,15785.07,3,1,0,29010.01,3157.01,0.6,1.84,1
10000794,Female,57,Germany,7,194197.62,2,1,1,95168.39,24274.7,0.25,0.49,0
10000795,Male,59,Spain,7,205411.98,3,0,1,97692.22,25676.5,0.38,0.48,0
10000796,Male,42,France,2,115380.73,4,0,1,116060.96,38460.24,1.33,1.01,0
10000797,Male,56,Spain,3,245826.41,4,1,1,23792.09,61456.6,1.0,0.1,0
10000798,Male,52,France,9,196677.09,4,0,1,90360.97,19667.71,0.4,0.46,0
10000799,Male,20,France,5,193415.64,1,0,1,26877.97,32235.94,0.17,0.14,1
10000800,Male,67,Spain,9,186959.64,2,0,0,111148.75,18695.96,0.2,0.59,0
10000801,Male,54,Germany,2,37652.03,3,0,0,27244.64,12550.68,1.0,0.72,1
10000802,Female,61,France,1,54307.72,1,0,0,138524.62,27153.86,0.5,2.55,1
10000803,Male,61,France,5,115997.53,3,0,0,111270.73,19332.92,0.5,0.96,0
10000804,Male,68,France,4,66001.09,1,0,0,85960.67,13200.22,0.2,1.3,0
10000805,Female,47,Germany,9,103810.24,1,0,0,77395.51,10381.02,0.1,0.75,1
10000806,Female,55,Germany,4,222116.03,4,0,1,36987.44,44423.21,0.8,0.17,1
10000807,Female,51,Spain,9,206081.72,4,1,1,57829.92,20608.17,0.4,0.28,0
10000808,Male,29,Germany,4,157509.97,1,1,1,132964.68,31501.99,0.2,0.84,1
10000809,Female,36,Spain,9,214530.1,4,1,1,137578.87,21453.01,0.4,0.64,0
10000810,Male,54,Spain,4,195943.1,1,0,1,20097.2,39188.62,0.2,0.1,1
10000811,Male,61,Germany,2,107246.23,2,0,1,97237.73,35748.74,0.67,0.91,0
10000812,Male,66,Spain,6,50266.29,4,1,0,113509.08,7180.9,0.57,2.26,0
10000813,Male,34,Germany,5,128550.26,4,0,1,100437.11,21425.04,0.67,0.78,1
10000814,Female,27,Spain,3,184057.22,4,1,0,30618.37,46014.3,1.0,0.17,1
10000815,Female,66,Germany,1,109104.9,2,0,0,48304.24,54552.45,1.0,0.44,0
10000816,Male,64,Germany,8,166692.98,1,1,1,52544.23,18521.44,0.11,0.32,0
10000817,Male,29,Spain,0,23581.86,3,1,1,128124.2,23581.86,3.0,5.43,0
10000818,Male,33,France,3,187001.18,4,1,1,80215.93,46750.3,1.0,0.43,1
10000819,Female,41,Spain,0,203178.4,1,0,1,83287.67,203178.4,1.0,0.41,0
10000820,Male,36,Germany,5,176709.46,2,1,1,141536.1,29451.58,0.33,0.8,0
10000821,Male,25,France,3,241815.9,3,0,1,102821.17,60453.98,0.75,0.43,0
10000822,Female,48,Spain,4,206663.01,4,0,1,136826.8,41332.6,0.8,0.66,1
10000823,Female,38,Spain,4,225773.43,2,0,0,79346.15,45154.69,0.4,0.35,1
10000824,Male,34,Spain,8,233392.77,2,0,1,39426.71,25932.53,0.22,0.17,0
10000825,Female,40,France,0,200337.0,3,0,1,140891.63,200337.0,3.0,0.7,0
10000826,Female,54,Germany,1,168564.71,1,0,0,79631.67,84282.36,0.5,0.47,1
10000827,Male,33,Spain,5,1429.65,4,0,1,43612.08,238.28,0.67,30.48,0
10000828,Female,23,Spain,4,116456.44,4,1,1,59311.45,23291.29,0.8,0.51,1
10000829,Male,25,Spain,6,142790.57,1,1,0,26604.34,20398.65,0.14,0.19,1
10000830,Female,42,Spain,2,76007.57,1,1,1,80879.08,25335.86,0.33,1.06,1
10000831,Male,35,Spain,2,79526.11,1,0,1,130906.66,26508.7,0.33,1.65,0
10000832,Male,42,Germany,9,240289.85,3,0,1,141365.46,24028.98,0.3,0.59,0
10000833,Male,29,Germany,1,222927.72,3,0,1,141238.29,111463.86,1.5,0.63,1
10000834,Female,32,Spain,2,212294.75,4,0,1,36279.9,70764.92,1.33,0.17,0
10000835,Male,43,France,9,101502.95,3,1,1,69667.0,10150.3,0.3,0.69,0
10000836,Female,58,Germany,0,3424.64,2,0,0,23669.74,3424.64,2.0,6.91,0
10000837,Male,62,France,4,20055.56,4,1,1,131171.49,4011.11,0.8,6.54,1
10000838,Male,43,Germany,4,78049.09,3,0,1,66638.25,15609.82,0.6,0.85,0
10000839,Female,64,Spain,6,3935.73,1,1,0,102045.21,562.25,0.14,25.92,1
10000840,Male,49,Germany,3,4287.45,2,0,0,112936.8,1071.86,0.5,26.34,0
10000841,Male,27,Spain,2,229150.83,1,1,1,75879.81,76383.61,0.33,0.33,1
10000842,Female,33,Germany,0,176539.63,4,0,0,59837.5,176539.63,4.0,0.34,0
10000843,Male,24,Spain,7,77239.0,1,1,1,145087.68,9654.88,0.12,1.88,1
10000844,Male,34,Spain,2,33161.14,3,0,1,145383.47,11053.71,1.0,4.38,1
10000845,Male,40,Spain,1,127908.93,3,1,0,57626.73,63954.46,1.5,0.45,0
10000846,Male,43,Spain,3,1336.54,4,1,1,82351.26,334.14,1.0,61.57,1
10000847,Female,38,France,2,234603.44,1,0,1,146469.74,78201.15,0.33,0.62,0
10000848,Female,39,Spain,0,103703.78,4,1,0,20632.89,103703.78,4.0,0.2,0
10000849,Male,24,France,2,100583.74,1,0,0,73648.17,33527.91,0.33,0.73,0
10000850,Female,31,France,1,97648.4,2,0,0,33059.48,48824.2,1.0,0.34,1
10000851,Male,32,Spain,7,17332.08,3,0,0,86190.54,2166.51,0.38,4.97,0
10000852,Female,24,France,5,159580.56,4,1,1,23207.09,26596.76,0.67,0.15,0
10000853,Male,26,Germany,8,183250.9,2,1,0,72896.8,20361.21,0.22,0.4,0
10000854,Male,68,Spain,7,169031.35,2,0,0,48690.88,21128.92,0.25,0.29,0
10000855,Male,65,France,9,34608.87,4,0,0,89330.09,3460.89,0.4,2.58,1
10000856,Male,25,Spain,2,144710.04,4,1,0,149479.17,48236.68,1.33,1.03,0
10000857,Male,67,Spain,4,142371.12,2,1,0,124069.69,28474.22,0.4,0.87,0
10000858,Male,40,Spain,6,217102.7,1,1,1,129933.47,31014.67,0.14,0.6,0
10000859,Female,46,France,4,94781.91,2,0,0,102584.45,18956.38,0.4,1.08,1
10000860,Male,35,Germany,7,92871.49,4,0,1,25402.78,11608.94,0.5,0.27,0
10000861,Female,48,Germany,4,154631.76,2,0,0,46883.7,30926.35,0.4,0.3,0
10000862,Male,47,France,0,158268.16,1,0,0,140258.39,158268.16,1.0,0.89,1
10000863,Female,69,Spain,4,117321.31,3,0,0,67594.71,23464.26,0.6,0.58,0
10000864,Female,56,France,3,110764.84,3,1,0,33472.77,27691.21,0.75,0.3,0
10000865,Female,52,France,5,123536.92,2,0,0,111312.7,20589.49,0.33,0.9,0
10000866,Male,35,France,2,215261.32,1,1,0,58929.5,71753.77,0.33,0.27,0
10000867,Male,59,Spain,4,115291.73,3,1,0,54951.4,23058.35,0.6,0.48,0
10000868,Female,56,France,1,234982.95,2,0,0,149737.07,117491.48,1.0,0.64,1
10000869,Male,34,Spain,5,126000.94,2,1,1,131558.06,21000.16,0.33,1.04,1
10000870,Female,31,France,5,237300.17,1,0,0,73031.92,39550.03,0.17,0.31,0
10000871,Male,48,Germany,4,208207.98,4,1,1,147433.96,41641.6,0.8,0.71,0
10000872,Female,41,France,5,90607.83,2,0,0,104514.72,15101.3,0.33,1.15,1
10000873,Female,52,France,6,215910.36,4,0,1,116462.92,30844.34,0.57,0.54,0
10000874,Male,61,Germany,4,27515.82,4,1,0,24096.7,5503.16,0.8,0.88,1
10000875,Female,62,Spain,0,231261.79,3,0,0,35808.68,231261.79,3.0,0.15,1
10000876,Male,51,Spain,7,157910.88,4,1,0,102301.07,19738.86,0.5,0.65,1
10000877,Female,20,France,3,13597.69,1,0,1,136873.12,3399.42,0.25,10.07,1
10000878,Female,54,Germany,8,161064.18,3,0,1,101086.68,17896.02,0.33,0.63,0
10000879,Male,60,Spain,9,243561.91,3,0,1,37423.24,24356.19,0.3,0.15,0
10000880,Male,57,France,5,17450.16,3,1,1,35048.81,2908.36,0.5,2.01,0
10000881,Male,43,Germany,0,138671.93,2,1,0,129744.17,138671.93,2.0,0.94,0
10000882,Female,40,Spain,2,186948.59,2,0,0,38109.3,62316.2,0.67,0.2,1
10000883,Male,61,Spain,2,202564.65,4,1,0,87630.15,67521.55,1.33,0.43,1
10000884,Female,56,Germany,9,103456.87,3,0,1,24824.73,10345.69,0.3,0.24,1
10000885,Female,32,Germany,3,51041.64,3,1,0,30487.07,12760.41,0.75,0.6,0
10000886,Male,66,Germany,5,10585.57,1,1,1,107405.27,1764.26,0.17,10.15,0
10000887,Male,21,Germany,6,144931.54,4,0,1,109593.58,20704.51,0.57,0.76,1
10000888,Female,46,France,9,113227.77,1,0,1,64391.02,11322.78,0.1,0.57,1
10000889,Female,39,Germany,3,237186.1,4,0,1,48029.27,59296.52,1.0,0.2,0
10000890,Male,42,Spain,5,15151.23,4,0,1,125782.34,2525.2,0.67,8.3,0
10000891,Male,30,Spain,0,171348.84,2,0,0,48223.42,171348.84,2.0,0.28,0
10000892,Male,35,France,7,6241.56,2,1,1,90463.52,780.2,0.25,14.49,0
10000893,Male,50,Spain,6,42858.54,1,1,1,145867.15,6122.65,0.14,3.4,0
10000894,Male,33,Spain,8,113394.75,4,0,0,39220.82,12599.42,0.44,0.35,1
10000895,Female,62,Germany,2,113718.11,3,0,1,142313.91,37906.04,1.0,1.25,0
10000896,Female,59,Spain,1,171425.14,2,0,1,43776.1,85712.57,1.0,0.26,0
10000897,Female,61,France,0,227553.26,3,1,0,93767.62,227553.26,3.0,0.41,0
10000898,Female,19,Germany,2,159758.04,1,0,0,69011.0,53252.68,0.33,0.43,1
10000899,Male,52,Germany,4,238383.77,2,0,0,145440.72,47676.75,0.4,0.61,0
10000900,Male,59,France,1,220403.91,2,1,1,55560.46,110201.96,1.0,0.25,0
10000901,Male,51,Germany,2,146124.95,4,1,0,71955.54,48708.32,1.33,0.49,0
10000902,Female,47,Germany,3,208447.99,1,1,0,147771.82,52112.0,0.25,0.71,0
10000903,Female,30,France,6,160644.4,4,1,0,89741.15,22949.2,0.57,0.56,0
10000904,Male,30,Germany,2,19639.46,2,0,1,85341.92,6546.49,0.67,4.35,0
10000905,Male,35,France,8,185141.18,1,1,0,53511.2,20571.24,0.11,0.29,1
10000906,Female,49,France,7,23727.11,2,1,1,111177.26,2965.89,0.25,4.69,1
10000907,Female,49,Spain,3,148520.7,1,0,1,21868.48,37130.18,0.25,0.15,0
10000908,Male,52,Spain,0,175660.05,2,0,0,26436.64,175660.05,2.0,0.15,1
10000909,Male,56,Germany,0,16631.9,3,0,1,97916.62,16631.9,3.0,5.89,0
10000910,Female,63,Germany,0,57698.66,3,1,1,64417.69,57698.66,3.0,1.12,1
10000911,Male,69,France,0,228918.06,4,0,0,143931.13,228918.06,4.0,0.63,1
10000912,Male,46,Germany,7,154078.62,3,1,1,137414.79,19259.83,0.38,0.89,0
10000913,Male,66,France,2,61571.5,2,1,0,112781.81,20523.83,0.67,1.83,1
10000914,Female,46,France,5,172669.94,2,1,1,126358.93,28778.32,0.33,0.73,0
10000915,Female,61,Germany,2,149194.1,3,0,1,106753.14,49731.37,1.0,0.72,1
10000916,Female,33,France,4,125393.92,4,1,0,36325.67,25078.78,0.8,0.29,0
10000917,Female,61,Spain,6,244046.74,3,0,0,119520.64,34863.82,0.43,0.49,0
